"siteID","date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks","basalDiameter","basalDiameterHeight","growthForm","nestedSubplotArea1","nestedSubplotArea2"
"MOAB",2015-04-21,"MOAB_054",31,NA,"36",NA,NA,1,0.3,0.2,0.2,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",31,NA,"37",NA,NA,1,0.4,0.3,0.3,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"38",NA,NA,1,1.2,0.9,0.6,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"39",NA,NA,1,0.7,0.4,0.5,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"40",NA,NA,1,0.5,0.4,0.5,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"41",NA,NA,1,1.2,0.3,0.8,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"42",NA,NA,1,0.7,0.3,0.5,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"43",NA,NA,1,1.8,0.7,0.8,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",32,NA,"44",NA,NA,1,0.9,0.5,0.7,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",41,NA,"45",NA,NA,1,0.5,0.4,0.5,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",41,NA,"46",NA,NA,1,1,0.7,0.8,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",41,NA,"47",NA,NA,1,0.7,0.3,0.6,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",41,NA,"48",NA,NA,1,1.3,0.9,0.6,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_054",40,NA,"49",NA,NA,2,0.6,0.4,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",31,NA,"75",NA,NA,1,0.9,0.5,0.6,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",31,NA,"76",NA,NA,1,0.4,0.2,0.4,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",31,NA,"77",NA,NA,1,0.6,0.5,0.8,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",32,NA,"80",NA,NA,1,1.2,0.8,0.9,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",40,NA,"78",NA,NA,1,1.3,0.9,0.9,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"31",NA,NA,1,0.2,0.1,0.2,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"25",NA,NA,1,0.4,0.3,0.3,NA,7,"cyl",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"23",NA,NA,1,0.5,0.2,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"19",NA,NA,1,0.5,0.3,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"22",NA,NA,1,0.3,0.1,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_064",40,NA,"58",NA,NA,1,0.6,0.4,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_064",41,NA,"59",NA,NA,2,0.3,0.2,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_065",31,NA,"16",NA,NA,1,0.3,0.3,0.3,NA,1,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_065",32,NA,"17",NA,NA,1,0.7,0.5,0.4,NA,1,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_066",41,NA,"56",NA,NA,1,0.4,0.4,0.4,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2014-04-20,"MOAB_067",31,NA,"11",NA,NA,1,0.5,0.4,0.4,NA,1,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2014-04-20,"MOAB_067",32,NA,"12",NA,NA,1,2.5,1.5,0.8,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2014-04-20,"MOAB_067",32,NA,"13",NA,NA,1,2.9,1.4,1.3,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2014-04-20,"MOAB_067",32,NA,"14",NA,NA,1,0.7,0.5,0.9,NA,1,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2014-04-20,"MOAB_067",40,NA,"15",NA,NA,1,0.9,0.3,0.7,NA,1,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_068",40,NA,"50",NA,NA,2,0.8,0.3,0.4,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_068",40,NA,"51",NA,NA,1,0.6,0.4,0.5,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",40,NA,"79",NA,NA,1,0.5,0.4,0.4,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",41,NA,"81",NA,NA,1,0.5,0.4,0.4,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_057",41,NA,"82",NA,NA,1,0.7,0.3,0.4,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_058",32,NA,"30",NA,NA,1,0.4,0.4,0.2,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_058",40,NA,"33",NA,NA,1,0.1,0.1,0.2,NA,7,"cyl",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_058",40,NA,"34",NA,NA,1,0.2,0.1,0.3,NA,7,"cyl",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_059",40,NA,"2",NA,NA,2,0.5,0.1,0.5,NA,2,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_059",41,NA,"3",NA,NA,3,0.3,0.1,0.5,NA,2,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_059",32,NA,"4",NA,NA,3,1.4,0.2,0.7,NA,2,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",31,NA,"83",NA,NA,1,0.6,0.2,0.5,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",31,NA,"84",NA,NA,1,1.6,0.8,0.8,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",32,NA,"85",NA,NA,1,0.6,0.4,0.7,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",32,NA,"86",NA,NA,2,0.6,0.3,0.5,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",32,NA,"87",NA,NA,1,1,0.7,0.7,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",32,NA,"88",NA,NA,1,0.9,0.3,0.6,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",32,NA,"89",NA,NA,1,0.7,0.4,0.3,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",41,NA,"90",NA,NA,1,0.4,0.3,0.5,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_068",40,NA,"52",NA,NA,3,0.7,0.3,0.5,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_068",40,NA,"53",NA,NA,3,0.5,0.5,0.4,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_068",40,NA,"54",NA,NA,3,0.3,0.3,0.4,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_069",31,NA,"6",NA,NA,1,0.4,0.4,0.3,NA,1,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_069",32,NA,"5",NA,NA,3,0.3,0.2,0.3,NA,2,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_069",32,NA,"7",NA,NA,3,0.4,0.3,0.4,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_069",32,NA,"8",NA,NA,3,0.5,0.3,0.5,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-20,"MOAB_069",41,NA,"9",NA,NA,1,0.7,0.5,0.5,NA,1,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_070",30,NA,"68",NA,NA,1,0.7,0.6,0.3,NA,7,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_070",40,NA,"69",NA,NA,3,0.6,0.5,0.3,NA,1,"hsp",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_070",41,NA,"70",NA,NA,1,0.2,0.1,0.3,NA,7,"icn",2,1,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_071",31,NA,"71",NA,NA,1,0.5,0.5,0.7,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_071",31,NA,"72",NA,NA,1,0.6,0.5,0.8,NA,7,"cyl",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_071",32,NA,"73",NA,NA,1,0.5,0.4,0.5,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_071",41,NA,"74",NA,NA,3,1.6,0.5,0.7,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",41,NA,"91",NA,NA,1,0.5,0.4,0.8,NA,7,"cyl",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",40,NA,"92",NA,NA,1,1,0.5,0.6,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-24,"MOAB_060",40,NA,"93",NA,NA,1,1,0.9,0.9,NA,7,"ohs",NA,NA,"mgaetani@neoninc.org","bsherman@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_006",32,NA,"57",NA,NA,1,1.9,0.5,0.5,NA,2,"ohs",NA,NA,"mgaetani@neoninc.org","afoster@field-ops.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_062",41,NA,"65",NA,NA,3,0.5,0.4,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_062",41,NA,"66",NA,NA,1,0.2,0,0.3,NA,2,"cyl",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-22,"MOAB_062",41,NA,"67",NA,NA,1,0.2,0.1,0.4,NA,2,"cyl",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",31,NA,"27",NA,NA,1,0.4,0.3,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"24",NA,NA,1,0.4,0.3,0.3,NA,7,"hsp",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"20",NA,NA,1,0.3,0.1,0.3,NA,7,"icn",5,2,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"28",NA,NA,1,0.6,0.3,0.4,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"26",NA,NA,1,0.4,0.3,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"21",NA,NA,1,0.7,0.4,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"18",NA,NA,3,0.4,0.3,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"29",NA,NA,1,0.3,0.2,0.3,NA,7,"cyl",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"MOAB",2015-04-21,"MOAB_063",41,NA,"32",NA,NA,1,0.6,0.5,0.3,NA,7,"ohs",NA,NA,"afoster@field-ops.org","mgaetani@neoninc.org",NA,NA,NA,NA,NA,NA
"NIWO",2015-08-27,"NIWO_017",41,1,"1447",2.3,1,NA,1.4,1.2,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",41,1,"2286",9.5,1,NA,NA,NA,4.6,-1.6,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"smt",NA,NA
"NIWO",2015-09-14,"NIWO_001",40,1,"2083",1,10,NA,NA,NA,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-20,"NIWO_003",32,NA,"1129A",1,10,1,0.7,0.4,0.2,0,1,"ohs",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-25,"NIWO_004",32,4,"1220",1,10,NA,1,0.5,0.2,0,1,"ohs",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-25,"NIWO_004",41,4,"1155",1,10,NA,1.4,1.1,0.2,0,1,"hsp",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sms",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,1,"1857",1,10,NA,NA,NA,0.5,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,1,"1858",1,10,NA,1.7,0.8,0.4,0,1,"ohs",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-20,"NIWO_006",32,NA,"1128",1,10,1,0.6,0.3,0.1,0,1,"hsp",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",40,1,"1573",1,10,NA,0.6,0.5,0.5,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",40,1,"1576",1,10,NA,0.5,0.4,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-28,"NIWO_007",41,1,"1592",1,10,NA,0.4,0.4,0.5,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",40,1,"2300",1,10,NA,NA,NA,0.5,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",41,4,"2282",1,10,NA,0.8,0.7,0.8,0,7,"hsp",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-09-16,"NIWO_009",41,4,"2281",1,10,NA,NA,NA,0.6,0,1,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-16,"NIWO_009",31,1,"2014",1,10,NA,NA,NA,0.5,0,7,"",NA,NA,"kbarrett@neoninc.org","jjensen@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-02,"NIWO_010",32,2,"1669",1,10,5,0.5,0.5,0.4,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-02,"NIWO_010",41,1,"1698",1,10,5,1,0.8,0.7,0,5,"",NA,NA,"dbradley@field-ops.org","mbitters@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_017",40,3,"1445",1,10,NA,0.9,0.7,0.3,0,2,"ohs",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-27,"NIWO_017",41,1,"1448",1,10,NA,0.5,0.5,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","stemDiameter markes as ""0.1cm"" on datasheet. This makes the individual unqualified for measurment. Entered as 1cm",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_017",41,1,"1449",1,10,NA,0.5,0.3,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-27,"NIWO_017",41,1,"1450",1,10,NA,0.5,0.3,0.3,0,1,"",NA,NA,"kbarrett@neoninc.org","kmalling@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-19,"NIWO_002",31,NA,"1104",1.1,10,5,0.8,0.7,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sap",NA,NA
"NIWO",2015-08-19,"NIWO_002",32,NA,"1112",1.1,10,5,0.8,0.7,0.5,0,1,"ohs",NA,NA,"kbarrett@neoninc.org","acampanella@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-08-25,"NIWO_004",31,1,"1142",1.1,10,NA,0.5,0.4,0.2,0,1,"",NA,NA,"kbarret@neoninc.org","dstetson@neoninc.org","",NA,NA,"sap",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,1,"1858",1.1,10,NA,1.7,0.8,0.4,0,1,"ohs",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sms",NA,NA
"NIWO",2015-09-11,"NIWO_005",31,4,"1862",1.1,10,NA,NA,NA,0.4,0,1,"",NA,NA,"kbarrett@neoninc.org","dbradley@field-ops.org","",NA,NA,"sap",NA,NA
