"siteID","date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","measuredBy","recordedBy","remarks","basalDiameter","basalDiameterHeight","growthForm"
"GRSM",20150527,"GRSM_047",21,NA,"1292",11.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1293",10.2,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1294",12.2,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1295",13.6,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1296",13.3,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1297",4.1,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1298",NA,NA,3,2.8,0.7,1,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1299",11.8,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1300",NA,NA,3,2.1,1.7,2.2,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1301",NA,NA,3,1.8,1,2.6,NA,1,"ohs",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,NA,"1302",NA,NA,3,1.9,0.8,1,NA,1,"ohs",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",21,1,"1303",NA,NA,3,3,1.3,3.2,NA,1,"ohs",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1304",NA,NA,4,2.5,1.6,3.3,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1305",NA,NA,4,1.5,1,3.1,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1306",NA,NA,4,1.5,0.8,1.7,NA,1,"hsp",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1307",26.3,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1308",NA,NA,3,2.4,1.6,3.3,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1309",NA,NA,3,1.8,1.1,2.5,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1310",NA,NA,3,2.2,1.3,3.2,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1311",NA,NA,3,1.7,1.7,3,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1312",4.4,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1313",NA,NA,4,1.8,1.5,3.5,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1314",NA,NA,4,1.6,1.1,1.4,NA,1,"hsp",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1315",NA,NA,4,1.6,1.4,2,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1316",NA,NA,3,1.4,1.2,2,NA,1,"hsp",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1317",NA,NA,3,2.1,1.3,0.9,NA,1,"ohs",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1318",9.7,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1319",31.2,130,2,NA,NA,NA,NA,2,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1320",47.3,130,2,NA,NA,NA,NA,2,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1321",12.4,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1322",14.8,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1323",14.7,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1324",11.9,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1325",16.9,130,3,NA,NA,NA,NA,2,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,1,"1326",19.1,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1327",35.5,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,4,"1328",24.7,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,4,"1329",14.5,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,2,"1330",11,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,2,"1331",25.3,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,2,"1331A",19.6,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1332",15.3,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1333",24.2,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1334",16,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1335",27.7,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1336",38,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1336A",23,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1337",NA,NA,4,2,1.7,1.9,NA,1,"ohs",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1338",1.3,130,4,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1339",26.2,130,2,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1340",7.5,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1341",10.9,130,3,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1342",NA,NA,4,2.4,1.4,2.2,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1343",NA,NA,4,1.5,1.2,2.6,NA,1,"cyl",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,NA,"1344",1.4,130,4,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,3,"1345",8.9,130,4,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150527,"GRSM_047",39,3,"1346",2,130,4,NA,NA,NA,NA,1,"",NA,NA,"lbarber@neoninc.org","dmitchell@neoninc.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"106",2.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"107",34.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"108",1.3,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"109",1.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"110",1.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"111",4.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"112",1.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"113",47.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"114",5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"115",8.4,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"116",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"117",1.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"118",9.8,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"118A",9.4,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"119",15.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"120",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"121",1.8,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"122",1.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"123",1.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"124",18,130,NA,NA,NA,NA,NA,2,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,2,"125",16,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"126",7.5,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"127",1.7,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"128",1.5,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"129",40.6,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"130",1.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"131",2.2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"132",1.9,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"133",1.6,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"134",1.4,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"135",1.7,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"136",1.1,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"137",50.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"138",2,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"139",1.7,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
"GRSM",20150518,"GRSM_048",23,4,"140",1.4,10,NA,NA,NA,NA,NA,1,"",NA,NA,"dmitchell@neoninc.org","cjuneau@field-ops.org",NA,NA,NA,NA
