"date","plotID","subplotID","nestedSubplotID","tagID","stemDiameter","measurementHeight","canopyPosition","maxCanopyDiameter","ninetyCanopyDiameter","VD1height","VD2height","stemStatus","shrubShape","maxBaseCanopyDiameter","ninetyBaseCanopyDiameter","remarks","siteID","measuredBy","recordedBy","plotType","subtype"
20150812,"STEI_046",41,NA,"1268",20.9,130,4,NA,NA,10.9,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1274",20.7,130,3,NA,NA,15.1,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1279",3.4,130,5,1.7,1.6,4.9,NA,1,"cyl",NA,NA,"no transcription errors","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1279",2.7,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1279",1.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1281",29.7,130,3,NA,NA,16.3,NA,5,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1286",10.5,130,5,NA,NA,6.2,NA,1,"",NA,NA,"no transcription errors","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1289",6.3,130,5,NA,NA,5.3,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1290",1.3,10,5,NA,NA,1.5,NA,2,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,1,"1309",1.2,130,5,NA,NA,2.1,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1310",10.8,130,4,NA,NA,10.4,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1313",22.5,130,3,NA,NA,14.3,NA,5,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1323",12.3,130,5,NA,NA,4.3,NA,6,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1324",24.3,130,3,NA,NA,14.8,NA,1,"",NA,NA,"no transcription errors","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1324A",23.7,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,1,"1348",1.2,130,5,NA,NA,2,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1354",19,130,3,NA,NA,15.8,NA,5,"",NA,NA,"no transcription errors","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1357",2.2,130,5,NA,NA,2.2,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1363",1.8,10,5,NA,NA,1.2,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1364",1.5,130,5,NA,NA,2.1,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1371",15.5,130,3,NA,NA,13.7,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1375",1.1,130,5,NA,NA,2,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1382",11.9,130,5,NA,NA,7.7,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1383",11.5,130,4,NA,NA,9.5,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,4,"1390",2.5,10,5,NA,NA,2.3,NA,5,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,1,"1392",1.9,130,5,2,1.9,3,NA,5,"cyl",NA,NA,"no transcription errors","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,1,"1392",1.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150812,"STEI_046",41,NA,"1395",25,130,3,NA,NA,14.5,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1517",7.2,130,2,NA,NA,9.3,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1545",2,130,4,NA,NA,3.5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1546",1.9,130,4,NA,NA,3.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1553",2.6,130,2,NA,NA,7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1554",6.2,130,2,NA,NA,7.1,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1555",1.1,130,4,NA,NA,2.8,NA,7,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1557",1.2,130,4,NA,NA,3.1,NA,1,"",NA,NA,"no transcription errors","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1576",6,130,2,NA,NA,7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1577",1.1,10,5,NA,NA,0.7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,NA,"1582",10.6,130,2,NA,NA,11.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1584",2.9,10,5,NA,NA,1.8,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1585",7.4,130,2,NA,NA,7.6,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1586",4.5,130,3,NA,NA,5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,NA,"1587",30.8,130,2,NA,NA,13.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1589",2.2,130,3,NA,NA,3.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1590",1.6,10,5,NA,NA,1.3,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1591",1.5,10,NA,NA,NA,NA,NA,4,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1591",1.5,10,5,1.1,0.7,1.8,NA,4,"cyl",NA,NA,"no transcription errors","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,2,"1592",4,130,3,NA,NA,4.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1598",2.1,10,5,NA,NA,1.6,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1599",2.4,130,3,0.4,0.3,4,NA,2,"cyl",NA,NA,"no transcription errors","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1599",1.5,130,NA,NA,NA,NA,NA,2,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1600",3.9,130,3,NA,NA,4.1,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1608",3.8,130,4,NA,NA,4.9,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1621",1.2,10,5,NA,NA,0.7,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1626",5.4,130,3,NA,NA,7.1,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,1,"1662",2.7,130,3,NA,NA,5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1674",5.5,130,2,NA,NA,7.2,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1681",1.7,130,4,NA,NA,3.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",21,4,"1688",5.1,130,2,NA,NA,6.7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","frosenbower@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1702",4.8,130,3,NA,NA,6.8,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1703",6,130,3,NA,NA,6.1,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1720",3.4,130,4,NA,NA,4.4,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1721",3.7,130,4,NA,NA,5.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1722",6.7,130,2,NA,NA,7.8,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1724",1,10,5,NA,NA,0.6,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1725",2.7,130,4,NA,NA,5.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1726",1,10,5,NA,NA,0.5,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1727",1.6,10,5,NA,NA,1.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1728",3.6,130,3,NA,NA,5.5,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1738",1.3,10,5,NA,NA,1,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1739",1.3,10,5,NA,NA,1.1,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1742",1.8,130,4,NA,NA,3.2,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1743",2,130,4,NA,NA,3.7,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1745",3.1,130,4,NA,NA,4.5,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1771",7.3,130,3,NA,NA,7.3,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1772",2.3,130,4,NA,NA,4.5,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1773",3.3,130,4,NA,NA,4.8,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1776",5.3,130,3,NA,NA,6.5,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,1,"1777",2.2,130,4,NA,NA,4.2,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1778",4.5,130,2,2.8,2.5,7.5,NA,1,"cne",NA,NA,"no transcription errors","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1778",3.1,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1778",1.8,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1778",1.7,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1778",1.2,130,NA,NA,NA,NA,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1780",5.9,130,3,NA,NA,7.1,NA,1,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1781",3.8,130,4,NA,NA,5.9,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150818,"STEI_047",23,4,"1789",3.8,130,4,NA,NA,5.5,NA,5,"",NA,NA,"","STEI","bgorzek@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150819,"STEI_048",41,1,"1226",1.2,10,5,NA,NA,0.9,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150819,"STEI_048",41,1,"1536",1.1,10,5,NA,NA,0.9,NA,5,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150819,"STEI_048",41,1,"1901",1.5,10,5,NA,NA,2.3,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150819,"STEI_048",41,NA,"1991",37.2,130,2,NA,NA,18.2,NA,1,"",NA,NA,"","STEI","frosenbower@field-ops.org","bgorzek@field-ops.org","tower","basePlot"
20150819,"STEI_048",21,1,"2002",1.1,10,4,NA,NA,1.5,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150819,"STEI_048",21,4,"2028",1.2,10,5,NA,NA,1,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150819,"STEI_048",21,4,"2029",1.2,10,5,NA,NA,1.7,NA,1,"",NA,NA,"","STEI","eleonard@field-ops.org","shoffman@field-ops.org","tower","basePlot"
20150819,"STEI_048",21,4,"2030",3.8,130,2,NA,NA,5.6,NA,5,"",NA,NA,"","STEI","eleonard@field-ops.org","shoffman@field-ops.org","tower","basePlot"
