"","plotID","eventID","_child_record_id","_record_id","_parent_id","_record_status","_title","_version","_created_at","_updated_at","domainID","_record_assigned_to","_created_by","_updated_by","_index","_geometry","_latitude","_longitude","_changeset_id","_created_duration","_updated_duration","_edited_duration","individualfate","parent_child_check","plotid_child","lidsazimuth_choices","targetTaxaPresent","forkedlog","forkcount","elliptical_particles","logDistance","minimum_round_diameter_rdmin","logMaxDiameter","logMinorDiameter","round_diameter_equivalent_rde","show_calculator_help","majoraxisdiameter1","minoraxisdiameter1","majoraxisdiameter2","minoraxisdiameter2","majoraxisdiameter3","minoraxisdiameter3","majoraxisdiameter4","minoraxisdiameter4","majoraxisdiameter5","minoraxisdiameter5","majoraxisdiameter6","minoraxisdiameter6","majoraxisdiameter7","minoraxisdiameter7","majoraxisdiameter8","minoraxisdiameter8","majoraxisdiameter9","minoraxisdiameter9","majoraxisdiameter10","minoraxisdiameter10","large_log","logid_10cm","new_logid_10cm","logid_greater10cm","logid_10cm_new","logID","individualid","tagstatus","unique_logid","vsttagid_input","vsttagid","logidlabel","logid_ingest","cdw_qualification_remarks","logLength","taxonid_select_d01","taxonid_select_d02","taxonid_select_d03","taxonid_select_d04","taxonid_select_d05","taxonid_select_d06","taxonid_select_d07","taxonid_select_d08","taxonid_select_d09","taxonid_select_d10","taxonid_select_d11","taxonid_select_d12","taxonid_select_d13","taxonid_select_d14","taxonid_select_d15","taxonid_select_d16","taxonid_select_d17","taxonid_select_d18","taxonid_select_d19","taxonid_select_d20","decay_class_check","taxonID","acceptedtaxonid","scientificName","identificationqualifier","diameterClass","decayClass","decayClassNum","leavespresent","twigspresent","branchespresent","branchesbarkcover","logbarkcover","loghandbreakable","logholdsshape","perlog_remark","lidsAzimuth","volumefactor_ingest","measuredby","recordedby","samplingProtocolVersion","dataqf","individualbarcode","charextent","chardepth","volumeFactor","siteID"
"76","SOAP_010","CDW.2023.SOAP","cefef841-51cb-4a9c-969d-7a2cce99a54b","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","70, log 00991, 29.9, 47.1, PIPO",2,"2023-11-01 18:41:09 UTC","2023-11-01 18:45:10 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",6,"SRID=4326;POINT(-119.27349523569968 37.03525203828318)","37.03525203828318",-119.273495235699,"28d7a156-c76f-4c61-81a1-cd3147b49da4",105,105,105,NA,"D17","SOAP_010.basePlot.cdw",70,"Y","N",1,"no",29.9,"RDmin is 24.12 (cm)",47.1,47.1,47.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"991","00991","NEON.CDW.D17.00991","ok","NEON.CDW.D17.00991_29.9",NA,NA,"log 00991","00991",NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","2 - Sound round",2,"N","Y","Y","76-95%","76-95%","N","Y",NA,70,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"77","SOAP_010","CDW.2023.SOAP","d286d745-130b-4085-b6a9-42423af8eb27","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","310, log 01319, 26.3, 29.7, PIPO",2,"2023-11-01 16:42:10 UTC","2023-11-01 17:23:09 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",0,"SRID=4326;POINT(-119.2742088610252 37.03485964814727)","37.03485964814727",-119.274208861025,"28d7a156-c76f-4c61-81a1-cd3147b49da4",899,899,899,NA,"D17","SOAP_010.basePlot.cdw",310,"Y","N",1,"no",26.3,"RDmin is 22.62 (cm)",29.7,29.7,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"1319","01319","NEON.CDW.D17.01319","ok","NEON.CDW.D17.01319_26.3",NA,NA,"log 01319","01319",NA,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","2 - Sound round",2,"N","Y","Y","76-95%","11-25%","N","Y",NA,310,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"78","SOAP_010","CDW.2023.SOAP","8680312e-7457-4094-aa2b-839e6b51bae9","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","310, log 01322, 30.8, 43.3, PIPO",2,"2023-11-01 17:24:11 UTC","2023-11-01 17:28:12 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",1,"SRID=4326;POINT(-119.27400193887291 37.035415660025684)","37.035415660025684",-119.274001938872,"28d7a156-c76f-4c61-81a1-cd3147b49da4",197,197,197,NA,"D17","SOAP_010.basePlot.cdw",310,"Y","N",1,"no",30.8,"RDmin is 24.48 (cm)",43.3,43.3,43.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"1322","01322","NEON.CDW.D17.01322","ok","NEON.CDW.D17.01322_30.8",NA,NA,"log 01322","01322",NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","2 - Sound round",2,"N","Y","Y","76-95%","26-50%","N","Y","Moderate char <5%",310,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"1-5","0-1",8,"SOAP"
"79","SOAP_010","CDW.2023.SOAP","0ffca0fa-1f2f-4cd8-a296-804bc6c3b88c","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","310, log 01323, 60.2, 42.9, PIPO",2,"2023-11-01 17:28:26 UTC","2023-11-01 17:39:08 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",2,"SRID=4326;POINT(-119.27411080487533 37.03544112017824)","37.03544112017824",-119.274110804875,"28d7a156-c76f-4c61-81a1-cd3147b49da4",482,482,482,NA,"D17","SOAP_010.basePlot.cdw",310,"Y","N",1,"no",60.2,"RDmin is 34.22 (cm)",42.9,42.9,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"1323","01323","NEON.CDW.D17.01323","ok","NEON.CDW.D17.01323_60.2",NA,NA,"log 01323","01323",NA,22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","2 - Sound round",2,"N","Y","Y","76-95%","26-50%","N","Y",NA,310,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"80","SOAP_010","CDW.2023.SOAP","7309ac79-f714-4e74-a0a2-63b10e7b6a6a","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","70, log 01324, 3.7, 14.6, 2PLANT-S",2,"2023-11-01 18:20:16 UTC","2023-11-01 18:27:49 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",4,"SRID=4326;POINT(-119.27487515524703 37.035915942619546)","37.035915942619546",-119.274875155247,"28d7a156-c76f-4c61-81a1-cd3147b49da4",288,288,288,NA,"D17","SOAP_010.basePlot.cdw",70,"Y","N",1,"yes",3.7,"RDmin is 8.48 (cm)",14.6,7.8,10.6714572575633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"1324","01324","NEON.CDW.D17.01324","ok","NEON.CDW.D17.01324_3.7",NA,NA,"log 01324","01324",NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"da5e02e3-c16d-4595-ad5a-1530ab5ce7ba",NA,NA,NA,"require","2PLANT-S","2PLANT-S","Unknown Softwood",NA,">=10cm","3 - Heartwood sound",3,"N","N","N",NA,"<5%","N","Y","Severe char 75-94%",70,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"76-95","> 1",8,"SOAP"
"81","SOAP_010","CDW.2023.SOAP","293f435c-ad12-4564-8f0e-ff58f4e1cd9e","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","190, log 01325, 73.6, 40.7, PIPO",3,"2023-11-01 19:59:54 UTC","2023-11-02 20:54:13 UTC","D17",NA,"Fulcrum 03002","D17 Shared03",10,"SRID=4326;POINT(-119.27377531992636 37.03506366193575)","37.03506366193575",-119.273775319926,"345931da-7717-465f-a34a-9ad9a4cf68af",344,55,399,NA,"D17","SOAP_010.basePlot.cdw",190,"Y","N",1,"no",73.6,"RDmin is 37.84 (cm)",40.7,40.7,40.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"1325","01325","NEON.CDW.D17.01325","ok","NEON.CDW.D17.01325_73.6",NA,NA,"log 01325","01325",NA,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","2 - Sound round",2,"N","N","Y","76-95%","11-25%","N","Y","Previously tagged as 00986",190,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"82","SOAP_010","CDW.2023.SOAP","f8077235-6af7-4426-8511-0b420b927b18","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","190, log 01326, 91.5, 52.5, PILA",2,"2023-11-01 20:12:04 UTC","2023-11-01 23:15:11 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",11,"SRID=4326;POINT(-119.27397857743347 37.03437613359956)","37.03437613359956",-119.273978577433,"28d7a156-c76f-4c61-81a1-cd3147b49da4",93,16,490,NA,"D17","SOAP_010.basePlot.cdw",190,"Y","N",1,"no",91.5,"RDmin is 42.19 (cm)",52.5,52.5,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"1326","01326","NEON.CDW.D17.01326","ok","NEON.CDW.D17.01326_91.5",NA,NA,"log 01326","01326",NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74006665-49e3-419a-bb5c-310594c8cbe8",NA,NA,NA,"require","PILA","PILA","Pinus lambertiana Douglas","cf. species",">=10cm","2 - Sound round",2,"N","Y","Y","5-10%","51-75%","N","Y",NA,190,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"83","SOAP_010","CDW.2023.SOAP","c3e4815c-9552-4024-bfca-91b7eec84474","68636096-e6f9-4dfc-aa9c-cab7f85807ca","68636096-e6f9-4dfc-aa9c-cab7f85807ca","complete","70, log L01, 6.4, 8.4, ARVIM",2,"2023-11-01 18:31:41 UTC","2023-11-01 18:36:48 UTC","D17",NA,"Fulcrum 03002","Fulcrum 03002",5,"SRID=4326;POINT(-119.27371182466932 37.03518821544446)","37.03518821544446",-119.273711824669,"28d7a156-c76f-4c61-81a1-cd3147b49da4",297,4,301,NA,"D17","SOAP_010.basePlot.cdw",70,"Y","Y",6,"no",6.4,"RDmin is 11.16 (cm)",8.4,8.4,15.7810012356631,NA,NA,NA,7.5,NA,5.4,NA,5.7,NA,5.7,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N","L01",NA,NA,NA,"L01",NA,"notRequired","null_6.4",NA,NA,"log L01","L01",NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4ca33b69-1388-4f93-9eab-6399b0a8fa55",NA,NA,NA,"require","ARVIM","ARVIM","Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells",NA,"5-10cm","2 - Sound round",2,NA,NA,NA,NA,NA,NA,NA,NA,70,8,"mavencamp@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"84","SOAP_011","CDW.2023.SOAP","a7d89e0c-5908-4292-9052-85bb99dbe28c","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00163, 5.8, 28.9, CADE27",2,"2023-10-26 18:54:42 UTC","2023-10-26 18:58:08 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",10,"SRID=4326;POINT(-119.26285029069432 37.037406613788995)","37.037406613788995",-119.262850290694,"a355dabc-1805-4836-be42-9ca504d541a1",206,206,206,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",5.8,"RDmin is 10.62 (cm)",28.9,28.9,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0163","00163","NEON.CDW.D17.00163","ok","NEON.CDW.D17.00163_5.8",NA,NA,"log 00163","00163",NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f7f2d845-fd13-4a06-a70a-07485441cfc9",NA,NA,NA,"require","CADE27","CADE27","Calocedrus decurrens (Torr.) Florin","cf. species",">=10cm","3 - Heartwood sound",3,"N","N","N",NA,"<5%","N","Y","Moderate char 50-75%",260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"51-75","0-1",8,"SOAP"
"85","SOAP_011","CDW.2023.SOAP","c8ba78c8-9977-40f1-9a0e-10da756d746b","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00164, 13.3, 45, PIPO",2,"2023-10-26 19:00:19 UTC","2023-10-26 19:04:03 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",11,"SRID=4326;POINT(-119.26288273316894 37.03731343242921)","37.03731343242921",-119.262882733168,"a355dabc-1805-4836-be42-9ca504d541a1",224,224,224,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",13.3,"RDmin is 16.09 (cm)",45,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0164","00164","NEON.CDW.D17.00164","ok","NEON.CDW.D17.00164_13.3",NA,NA,"log 00164","00164",NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","4 - Rotten throughout",4,"N","N","Y","<5%","<5%","Y","Y","Light char 11-24%",260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"6-25","0-1",8,"SOAP"
"86","SOAP_011","CDW.2023.SOAP","fcb89364-01bd-45a4-96f5-5620709299e9","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00165, 21.8, 69.1, CADE27",2,"2023-10-26 19:04:57 UTC","2023-10-26 19:10:06 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",12,"SRID=4326;POINT(-119.26301148720884 37.0372959648263)","37.037295964826299",-119.263011487208,"a355dabc-1805-4836-be42-9ca504d541a1",308,308,308,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",21.8,"RDmin is 20.59 (cm)",69.1,69.1,69.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0165","00165","NEON.CDW.D17.00165","ok","NEON.CDW.D17.00165_21.8",NA,NA,"log 00165","00165",NA,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f7f2d845-fd13-4a06-a70a-07485441cfc9",NA,NA,NA,"require","CADE27","CADE27","Calocedrus decurrens (Torr.) Florin",NA,">=10cm","3 - Heartwood sound",3,"N","N","N",NA,"11-25%","N","Y","Moderate char 70-95%%",260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"76-95","0-1",8,"SOAP"
"87","SOAP_011","CDW.2023.SOAP","ac6ca04b-8966-4dd7-bbe9-632a41a318d3","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00166, 63.2, 67.8, QUKE",2,"2023-10-26 19:15:12 UTC","2023-10-26 19:37:49 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",13,"SRID=4326;POINT(-119.26297179503362 37.03730169687471)","37.03730169687471",-119.262971795033,"a355dabc-1805-4836-be42-9ca504d541a1",1043,1043,1043,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",63.2,"RDmin is 35.06 (cm)",67.8,67.8,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0166","00166","NEON.CDW.D17.00166","ok","NEON.CDW.D17.00166_63.2",NA,NA,"log 00166","00166",NA,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1d21d8b7-5b0e-4e7c-a769-ad0142d4d483",NA,NA,NA,"require","QUKE","QUKE","Quercus kelloggii Newberry","cf. species",">=10cm","3 - Heartwood sound",3,"N","N","N",NA,"26-50%","N","Y","Light char 5-10%",260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"6-25","0-1",8,"SOAP"
"88","SOAP_011","CDW.2023.SOAP","86ada4af-c57b-443c-bb16-c2a39cf9a884","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00167, 63.2, 76.2, PINUS",2,"2023-10-26 19:42:10 UTC","2023-10-26 19:54:23 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",14,"SRID=4326;POINT(-119.26361923229184 37.0372757745471)","37.037275774547098",-119.263619232291,"a355dabc-1805-4836-be42-9ca504d541a1",293,316,612,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",63.2,"RDmin is 35.06 (cm)",76.2,76.2,76.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"167","00167","NEON.CDW.D17.00167","ok","NEON.CDW.D17.00167_63.2",NA,NA,"log 00167","00167",NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f063b282-f452-469a-8e21-6fc22306cb29",NA,NA,NA,"require","PINUS","PINUS","Pinus sp.",NA,">=10cm","4 - Rotten throughout",4,"N","N","N",NA,">95%","Y","Y","Light char 11-25%",260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"6-25","0-1",8,"SOAP"
"89","SOAP_011","CDW.2023.SOAP","cb597f07-816e-4d4e-85f2-7a17c5602261","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00169, 88.2, 44.4, PIPO",2,"2023-10-26 20:03:34 UTC","2023-10-26 20:06:02 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",17,"SRID=4326;POINT(-119.2638653099683 37.03716688778466)","37.03716688778466",-119.263865309968,"a355dabc-1805-4836-be42-9ca504d541a1",148,148,148,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",88.2,"RDmin is 41.42 (cm)",44.4,44.4,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"169","00169","NEON.CDW.D17.00169","ok","NEON.CDW.D17.00169_88.2",NA,NA,"log 00169","00169",NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","3 - Heartwood sound",3,"N","N","Y",">95%","<5%","N","Y",NA,260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"90","SOAP_011","CDW.2023.SOAP","5aafabeb-5d43-45ec-8ba2-46f5a71ce2f8","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","260, log 00170, 98.2, 63.1, PIPO",2,"2023-10-26 20:07:42 UTC","2023-10-26 20:11:50 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",18,"SRID=4326;POINT(-119.26389392702342 37.037101213946414)","37.037101213946414",-119.263893927023,"a355dabc-1805-4836-be42-9ca504d541a1",62,26,88,NA,"D17","SOAP_011.basePlot.cdw",260,"Y","N",1,"no",98.2,"RDmin is 43.71 (cm)",63.1,63.1,63.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"170","00170","NEON.CDW.D17.00170","ok","NEON.CDW.D17.00170_98.2",NA,NA,"log 00170","00170",NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5eaff984-d56c-4490-be0d-ef281c805f7f",NA,NA,NA,"require","PIPO","PIPO","Pinus ponderosa Lawson & C. Lawson",NA,">=10cm","3 - Heartwood sound",3,"N","N","Y",">95%","<5%","N","Y",NA,260,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"none","none",8,"SOAP"
"91","SOAP_011","CDW.2023.SOAP","98c4f2c2-1ce5-437e-89db-3513877f9535","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","20, log 00172, 12.3, 44.4, CADE27",2,"2023-10-26 16:53:09 UTC","2023-10-26 17:08:14 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",2,"SRID=4326;POINT(-119.26269966341624 37.03745326696038)","37.03745326696038",-119.262699663416,"a355dabc-1805-4836-be42-9ca504d541a1",527,20,547,NA,"D17","SOAP_011.basePlot.cdw",20,"Y","N",1,"no",12.3,"RDmin is 15.47 (cm)",44.4,44.4,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0172","00172","NEON.CDW.D17.00172","ok","NEON.CDW.D17.00172_12.3",NA,NA,"log 00172","00172",NA,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f7f2d845-fd13-4a06-a70a-07485441cfc9",NA,NA,NA,"require","CADE27","CADE27","Calocedrus decurrens (Torr.) Florin","cf. species",">=10cm","4 - Rotten throughout",4,"N","N","N",NA,"<5%","Y","Y","Moderate char : 11-25%",20,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"6-25","0-1",8,"SOAP"
"92","SOAP_011","CDW.2023.SOAP","cec3b493-7520-483f-bb1f-82aec3b9d470","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","140, log 00175, 0, 13, CADE27",2,"2023-10-26 20:32:21 UTC","2023-10-26 20:34:41 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",19,"SRID=4326;POINT(-119.26385673611625 37.037191521083976)","37.037191521083976",-119.263856736116,"a355dabc-1805-4836-be42-9ca504d541a1",139,139,139,NA,"D17","SOAP_011.basePlot.cdw",140,"Y","N",1,"no",0,"RDmin is 0.00 (cm)",13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0175","00175","NEON.CDW.D17.00175","ok","NEON.CDW.D17.00175_0",NA,NA,"log 00175","00175",NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"f7f2d845-fd13-4a06-a70a-07485441cfc9",NA,NA,NA,"require","CADE27","CADE27","Calocedrus decurrens (Torr.) Florin",NA,">=10cm","3 - Heartwood sound",3,"N","N","N",NA,"<5%","N","Y","Light char :25-50%",140,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"26-50","0-1",8,"SOAP"
"93","SOAP_011","CDW.2023.SOAP","da43782c-67db-41fc-a55b-780ec3665a7a","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","10ea6d4b-d835-434c-ae76-9f22a6eb18a1","complete","140, log 00176, 13, 33.8, 2PLANT-H",2,"2023-10-26 20:36:54 UTC","2023-10-26 20:38:54 UTC","D17",NA,"Fulcrum 03004","CI Fulcrum Full Access",20,"SRID=4326;POINT(-119.26271298886451 37.03728161890304)","37.03728161890304",-119.262712988864,"a355dabc-1805-4836-be42-9ca504d541a1",119,119,119,NA,"D17","SOAP_011.basePlot.cdw",140,"Y","N",1,"no",13,"RDmin is 15.90 (cm)",33.8,33.8,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,"0176","00176","NEON.CDW.D17.00176","ok","NEON.CDW.D17.00176_13",NA,NA,"log 00176","00176",NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b13a8eaa-8fdc-4f97-8a0c-18a15fcb3668",NA,NA,NA,"require","2PLANT-H","2PLANT-H","Unknown Hardwood",NA,">=10cm","3 - Heartwood sound",3,"N","N","N",NA,"<5%","N","Y","Moderate char; 50-75%",140,8,"fong@battelleecology.org","mavencamp@battelleecology.org","NEON.DOC.001711vG","NONE",NA,"51-75","0-1",8,"SOAP"
