"","uid","date","plotID","subplotID","nestedSubplotID","scientificName","identificationQualifier","growthForm","numberOfLeaves","maxCanopyDiameter","ninetyCanopyDiameter","height","basalStemDiameter","avLengthOfLeaf","numberOfPads","remarks","plot_ID","Field1"
"2730",1349,20141009,"OSBS_026",23,NA,"Serenoa repens","","plm",12,1.34,1.05,0.85,NA,NA,NA,"no transcription errors",NA,""
"2731",1350,20141009,"OSBS_026",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,15,"",NA,""
"2732",1351,20141009,"OSBS_026",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.81,NA,NA,"",NA,""
"2733",1352,20141009,"OSBS_026",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"no transcription errors",NA,""
"2734",1353,20141009,"OSBS_026",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"",NA,""
"2735",1354,20141009,"OSBS_026",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"2736",1355,20141009,"OSBS_026",40,NA,"Yucca filamentosa","","yuc",NA,0.92,0.78,0.48,NA,NA,NA,"no transcription errors",NA,""
"2737",1356,20141009,"OSBS_026",40,NA,"Yucca filamentosa","","yuc",NA,0.19,0.08,0.19,NA,NA,NA,"",NA,""
"2738",1357,20141009,"OSBS_026",40,NA,"Yucca filamentosa","","yuc",NA,0.38,0.3,0.22,NA,NA,NA,"",NA,""
"2739",1358,20141009,"OSBS_026",40,NA,"Yucca filamentosa","","yuc",NA,0.95,0.88,0.55,NA,NA,NA,"",NA,""
"2740",1359,20141009,"OSBS_026",40,NA,"Yucca filamentosa","","yuc",NA,0.67,0.66,0.55,NA,NA,NA,"",NA,""
"2741",1360,20141009,"OSBS_026",40,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"2742",1361,20141009,"OSBS_026",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,6,"",NA,""
"2743",1362,20141009,"OSBS_026",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,14,"",NA,""
"2744",1363,20141009,"OSBS_026",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"2745",1364,20141009,"OSBS_026",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"no transcription errors",NA,""
"2746",1365,20141009,"OSBS_026",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"2747",1366,20141009,"OSBS_026",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,8,"",NA,""
"2748",1367,20141009,"OSBS_026",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"2749",1368,20141009,"OSBS_026",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"2750",1369,20141009,"OSBS_026",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"2751",1370,20141009,"OSBS_026",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"2752",1371,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",6,0.35,0.36,0.34,NA,NA,NA,"no transcription errors",NA,""
"2753",1372,20141009,"OSBS_027",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"2754",1373,20141009,"OSBS_027",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"2755",1374,20141009,"OSBS_027",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"2756",1375,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",4,0.27,0.23,0.24,NA,NA,NA,"",NA,""
"2757",1376,20141009,"OSBS_027",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"2758",1377,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",6,0.67,0.59,0.77,NA,NA,NA,"",NA,""
"2759",1378,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",9,0.53,0.29,0.51,NA,NA,NA,"",NA,""
"2760",1379,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",9,0.67,0.36,0.44,NA,NA,NA,"",NA,""
"2761",1380,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",3,0.21,0.15,0.32,NA,NA,NA,"",NA,""
"2762",1381,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",7,0.53,0.31,0.48,NA,NA,NA,"no transcription errors",NA,""
"2763",1382,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",4,0.18,0.07,0.18,NA,NA,NA,"",NA,""
"2764",1383,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",5,0.48,0.43,0.59,NA,NA,NA,"",NA,""
"2765",1384,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",4,0.23,0.26,0.34,NA,NA,NA,"",NA,""
"2766",1385,20141009,"OSBS_027",21,NA,"Serenoa repens","","plm",5,0.35,0.3,0.22,NA,NA,NA,"",NA,""
"2767",1386,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"2768",1387,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"2769",1388,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"2770",1389,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"2771",1390,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.17,NA,NA,"",NA,""
"2772",1391,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.14,NA,NA,"",NA,""
"2773",1392,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"2774",1393,20141008,"OSBS_031",41,NA,"Opuntia huifusa","","cac",NA,NA,NA,NA,NA,NA,4,"",NA,"D03MLK24 corrected plant identification from Opuntia cubensis to Opuntia humifusa"
"2775",1394,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"2776",1395,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.26,NA,NA,"",NA,""
"2777",1396,20141008,"OSBS_031",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"no transcription errors",NA,""
"2778",1397,20141008,"OSBS_032",21,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No Qualifying Stems Present; no transcription errors",NA,""
"2779",1398,20141008,"OSBS_032",23,NA,"Serenoa repens","","plm",7,0.45,0.37,0.5,NA,NA,NA,"",NA,""
"2780",1399,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.17,NA,NA,"",NA,""
"2781",1400,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"2782",1401,20141008,"OSBS_032",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,10,"",NA,""
"2783",1402,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.28,NA,NA,"",NA,""
"2784",1403,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"2785",1404,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"2786",1405,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.28,NA,NA,"",NA,""
"2787",1406,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"2788",1407,20141008,"OSBS_032",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,7,"",NA,""
"2789",1408,20141008,"OSBS_032",23,NA,"Serenoa repens","","plm",7,0.4,0.29,0.2,NA,NA,NA,"",NA,""
"2790",1409,20141008,"OSBS_032",23,NA,"Serenoa repens","","plm",20,0.68,0.62,0.63,NA,NA,NA,"no transcription errors",NA,""
"2791",1410,20141008,"OSBS_032",23,NA,"Serenoa repens","","plm",15,0.66,0.45,0.55,NA,NA,NA,"",NA,""
"2792",1411,20141008,"OSBS_032",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.35,NA,NA,"",NA,""
"2793",1412,20141008,"OSBS_032",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"2794",1413,20141008,"OSBS_032",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"2795",1414,20141008,"OSBS_032",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,12,"",NA,""
"2796",1415,20141008,"OSBS_032",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.1,NA,NA,"",NA,""
"2797",1416,20141008,"OSBS_032",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"2798",1417,20141008,"OSBS_032",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"no transcription errors",NA,""
"2799",1418,20141008,"OSBS_032",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"2800",1419,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"2801",1420,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"2802",1421,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"2803",1422,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"",NA,""
"2804",1423,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.37,NA,NA,"",NA,""
"2805",1424,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.23,NA,NA,"",NA,""
"2806",1425,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",11,0.77,0.58,0.65,NA,NA,NA,"no transcription errors",NA,""
"2807",1426,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",11,0.62,0.52,0.45,NA,NA,NA,"",NA,""
"2808",1427,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",10,0.62,0.49,0.59,NA,NA,NA,"",NA,""
"2809",1428,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",4,0.25,0.16,0.2,NA,NA,NA,"",NA,""
"2810",1429,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",12,0.5,0.41,0.43,NA,NA,NA,"",NA,""
"2811",1430,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",11,0.75,0.62,0.54,NA,NA,NA,"",NA,""
"2812",1431,20141008,"OSBS_032",40,NA,"Serenoa repens","","plm",7,0.7,0.78,0.63,NA,NA,NA,"",NA,""
"2813",1432,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"no transcription errors",NA,""
"2814",1433,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.14,NA,NA,"",NA,""
"2815",1434,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.13,NA,NA,"",NA,""
"2816",1435,20141008,"OSBS_032",40,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"no transcription errors",NA,""
"3043",1662,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.26,NA,NA,"No Transcription Errors",NA,""
"3044",1663,20141002,"OSBS_036",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3045",1664,20141002,"OSBS_036",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"",NA,""
"3046",1665,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.39,NA,NA,"",NA,""
"3047",1666,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"",NA,""
"3048",1667,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"3049",1668,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.39,NA,NA,"",NA,""
"3050",1669,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.35,NA,NA,"",NA,""
"3051",1670,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.39,NA,NA,"",NA,""
"3052",1671,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.35,NA,NA,"",NA,""
"3053",1672,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.35,NA,NA,"",NA,""
"3054",1673,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"",NA,""
"3055",1674,20141002,"OSBS_036",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"no transcription error",NA,""
"3056",1675,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3057",1676,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3058",1677,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3059",1678,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"3060",1679,20141002,"OSBS_036",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"3061",1680,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,17,"no transcription error",NA,""
"3062",1681,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3063",1682,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3064",1683,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3065",1684,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3066",1685,20141002,"OSBS_036",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.29,NA,NA,"",NA,""
"3067",1686,20141002,"OSBS_036",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"",NA,""
"3068",1687,20141002,"OSBS_036",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.3,NA,NA,"",NA,""
"3069",1688,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3070",1689,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3071",1690,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,6,"no transcription error",NA,""
"3072",1691,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3073",1692,20141002,"OSBS_036",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3074",1693,20141002,"OSBS_036",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.31,NA,NA,"",NA,""
"3075",1694,20141002,"OSBS_036",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.42,NA,NA,"",NA,""
"3076",1695,20141002,"OSBS_036",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.15,NA,NA,"",NA,""
"3077",1696,20141002,"OSBS_036",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.15,NA,NA,"",NA,""
"3078",1697,20141002,"OSBS_036",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"",NA,""
"3079",1698,20141002,"OSBS_036",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,6,"no transcription error",NA,""
"3080",1699,20141002,"OSBS_036",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.33,NA,NA,"",NA,""
"3081",1700,20141002,"OSBS_036",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"3082",1701,20141002,"OSBS_036",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3083",1702,20141002,"OSBS_036",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,5,"",NA,""
"3084",1703,20141002,"OSBS_036",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3085",1704,20141002,"OSBS_036",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3086",1705,20141002,"OSBS_036",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,11,"",NA,""
"3087",1706,20141002,"OSBS_036",23,NA,"Serenoa repens","","plm",55,1.34,0.88,0.81,NA,NA,NA,"no transcription error",NA,""
"3088",1707,20141002,"OSBS_036",23,NA,"Serenoa repens","","plm",30,0.58,0.51,0.39,NA,NA,NA,"",NA,""
"3089",1708,20141002,"OSBS_043",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.15,NA,NA,"",NA,""
"3090",1709,20141002,"OSBS_043",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.26,NA,NA,"",NA,""
"3091",1710,20141002,"OSBS_043",23,NA,"Serenoa repens","","plm",22,1.5,1.18,0.9,NA,NA,NA,"",NA,""
"3092",1711,20141002,"OSBS_043",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3093",1712,20141002,"OSBS_043",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3094",1713,20141002,"OSBS_043",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.18,NA,NA,"",NA,""
"3095",1714,20141002,"OSBS_043",23,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.16,NA,NA,"no transcription error",NA,""
"3096",1715,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.26,NA,NA,"",NA,""
"3097",1716,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.22,NA,NA,"no transcription error",NA,""
"3098",1717,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.4,NA,NA,"",NA,""
"3099",1718,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.15,NA,NA,"",NA,""
"3100",1719,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.12,NA,NA,"",NA,""
"3101",1720,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.2,NA,NA,"",NA,""
"3102",1721,20141002,"OSBS_043",21,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.24,NA,NA,"",NA,""
"3103",1722,20141002,"OSBS_043",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3104",1723,20141002,"OSBS_043",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.19,NA,NA,"",NA,""
"3105",1724,20141002,"OSBS_043",39,NA,"Serenoa repens","","plm",3,0.15,0.08,0.18,NA,NA,NA,"",NA,""
"3106",1725,20141002,"OSBS_043",39,NA,"Serenoa repens","","plm",4,0.91,0.44,0.45,NA,NA,NA,"",NA,""
"3107",1726,20141002,"OSBS_043",39,NA,"Serenoa repens","","plm",2,0.61,0.22,0.39,NA,NA,NA,"no transcription error",NA,""
"3108",1727,20141002,"OSBS_043",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.25,NA,NA,"",NA,""
"3109",1728,20141002,"OSBS_043",39,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.21,NA,NA,"",NA,""
"3110",1729,20141002,"OSBS_043",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,0.27,NA,NA,"",NA,""
"3111",1730,20141002,"OSBS_043",41,NA,"Serenoa repens","","plm",44,1.33,1.27,0.96,NA,NA,NA,"",NA,""
"3112",1731,20141002,"OSBS_043",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"no transcription error",NA,""
"3113",1732,20141002,"OSBS_043",41,NA,"Pteridium aquilinum","","frn",NA,NA,NA,NA,NA,0.3,NA,"",NA,""
"3114",1733,20141002,"OSBS_043",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"no transcription error",NA,""
"3115",1734,20141002,"OSBS_040",23,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No qualifying plants",NA,""
"3116",1735,20141002,"OSBS_040",21,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No qualifying plants",NA,""
"3117",1736,20141002,"OSBS_040",39,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"no transcription errors found",NA,""
"3118",1737,20141002,"OSBS_040",41,NA,"","","",NA,NA,NA,NA,NA,NA,NA,"No qualifying plants",NA,""
"3119",1738,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,4,"",NA,""
"3120",1739,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,8,"no transcription errors found",NA,""
"3121",1740,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,2,"",NA,""
"3122",1741,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3123",1742,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3124",1743,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3125",1744,20141002,"OSBS_039",21,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,5,"no transcription errors found",NA,""
"3126",1745,20141002,"OSBS_039",39,NA,"Sabal etonia","","plm",4,1.17,0.84,0.57,NA,NA,NA,"",NA,""
"3127",1746,20141002,"OSBS_039",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3128",1747,20141002,"OSBS_039",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,1,"",NA,""
"3129",1748,20141002,"OSBS_039",41,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,14,"",NA,""
"3130",1749,20141002,"OSBS_039",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,28,"no transcription errors found",NA,""
"3131",1750,20141002,"OSBS_039",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"",NA,""
"3132",1751,20141002,"OSBS_039",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,3,"no transcription errors found",NA,""
"3133",1752,20141002,"OSBS_039",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,8,"",NA,""
"3134",1753,20141002,"OSBS_039",23,NA,"Opuntia humifusa","","cac",NA,NA,NA,NA,NA,NA,8,"no transcription errors found",NA,""
"3135",1754,20141002,"OSBS_039",23,NA,"Serenoa repens","","plm",50,2.1,1.9,1.35,NA,NA,NA,"Clump",NA,""
"3136",1755,20141002,"OSBS_039",23,NA,"Serenoa repens","","plm",225,3.9,3.3,1.59,NA,NA,NA,"Clump",NA,""
