mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
278,CPER_041,CPER,grasslandHerbaceous,distributed,basePlot,
390,CPER_042,CPER,grasslandHerbaceous,distributed,birdGrid,
406,CPER_043,CPER,grasslandHerbaceous,distributed,birdGrid,
414,CPER_044,CPER,grasslandHerbaceous,distributed,birdGrid,
2078,CPER_045,CPER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
3102,CPER_046,CPER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
8510,CPER_047,CPER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
10558,CPER_048,CPER,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
12482,CPER_049,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
13746,CPER_050,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
14366,CPER_051,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
15390,CPER_052,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18462,CPER_053,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
20798,CPER_054,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
24894,CPER_055,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
27678,CPER_056,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
28866,CPER_057,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
28990,CPER_058,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
30750,CPER_059,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
31774,CPER_060,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
34846,CPER_061,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
35870,CPER_062,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
37182,CPER_063,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
41278,CPER_064,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
42418,CPER_065,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
43038,CPER_066,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
46514,CPER_067,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
54706,CPER_068,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
59710,CPER_069,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
61634,CPER_070,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
61758,CPER_071,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
64542,CPER_072,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
95666,CPER_073,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
110910,CPER_074,CPER,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
218038,CPER_075,CPER,grasslandHerbaceous,distributed,birdGrid,
109734,CPER_076,CPER,grasslandHerbaceous,distributed,birdGrid,
159930,CPER_077,CPER,,tower,phenology,phe
37,CPER_078,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
126,CPER_080,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
161,CPER_082,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
193,CPER_083,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
202,CPER_084,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
438,CPER_086,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
446,CPER_087,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
462,CPER_088,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
478,CPER_089,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
518,CPER_090,CPER,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
163,DCFS_001,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
163,DCFS_001,DCFS,grasslandHerbaceous,distributed,tickPlot,tck
227,DCFS_002,DCFS,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
